date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:24:15	880571/880571	---M--	200	added ('OK')	image/png	etag:%22d6fbb-5992d79d2f600%22	https://preview.colorlib.com/theme/interior2/img/creative_mind/1.png	C:/Users/User/Desktop/Downloads/RCW/preview.colorlib.com/theme/interior2/img/creative_mind/1.png	(from https://preview.colorlib.com/theme/interior2/index.html)
17:24:15	427/427	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221ab-5992d7e97aa00%22	https://preview.colorlib.com/theme/interior2/img/svg_icon/quote.svg	C:/Users/User/Desktop/Downloads/RCW/preview.colorlib.com/theme/interior2/img/svg_icon/quote.svg	(from https://preview.colorlib.com/theme/interior2/index.html)
17:24:16	3319/3319	---M--	200	added ('OK')	image/png	etag:%22cf7-5992d792b1d40%22	https://preview.colorlib.com/theme/interior2/img/case/testmonial.png	C:/Users/User/Desktop/Downloads/RCW/preview.colorlib.com/theme/interior2/img/case/testmonial.png	(from https://preview.colorlib.com/theme/interior2/index.html)
17:24:16	163300/163300	---M--	200	added ('OK')	image/png	etag:%2227de4-5992d7bd9c280%22	https://preview.colorlib.com/theme/interior2/img/instragram/1.png	C:/Users/User/Desktop/Downloads/RCW/preview.colorlib.com/theme/interior2/img/instragram/1.png	(from https://preview.colorlib.com/theme/interior2/index.html)
17:24:16	125380/125380	---M--	200	added ('OK')	image/png	etag:%221e9c4-5992d7bd9c280%22	https://preview.colorlib.com/theme/interior2/img/instragram/2.png	C:/Users/User/Desktop/Downloads/RCW/preview.colorlib.com/theme/interior2/img/instragram/2.png	(from https://preview.colorlib.com/theme/interior2/index.html)
17:24:17	191018/191018	---M--	200	added ('OK')	image/png	etag:%222ea2a-5992d7be904c0%22	https://preview.colorlib.com/theme/interior2/img/instragram/3.png	C:/Users/User/Desktop/Downloads/RCW/preview.colorlib.com/theme/interior2/img/instragram/3.png	(from https://preview.colorlib.com/theme/interior2/index.html)
17:24:17	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%226581a422-4d7%22	https://preview.colorlib.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Users/User/Desktop/Downloads/RCW/preview.colorlib.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://preview.colorlib.com/theme/interior2/index.html)
17:24:17	86659/86659	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03ec4-15283%22	https://cdnjs.cloudflare.com/ajax/libs/jquery/3.2.1/jquery.min.js	C:/Users/User/Desktop/Downloads/RCW/cdnjs.cloudflare.com/ajax/libs/jquery/3.2.1/jquery.min.js	(from https://preview.colorlib.com/theme/interior2/index.html)
17:24:18	6404/6404	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2008%20Jan%202024%2013:24:17%20GMT	https://static.codepen.io/assets/common/stopExecutionOnTimeout-de7e2ef6bfefd24b79a3f68b414b87b8db5b08439cac3f1012092b2290c719cd.js	C:/Users/User/Desktop/Downloads/RCW/static.codepen.io/assets/common/stopExecutionOnTimeout-de7e2ef6bfefd24b79a3f68b414b87b8db5b08439cac3f1012092b2290c719cd.24.delayed	(from https://preview.colorlib.com/theme/interior2/index.html)
17:24:18	253669/253669	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03ec4-3dee5%22	https://cdnjs.cloudflare.com/ajax/libs/jqueryui/1.12.1/jquery-ui.min.js	C:/Users/User/Desktop/Downloads/RCW/cdnjs.cloudflare.com/ajax/libs/jqueryui/1.12.1/jquery-ui.min.js	(from https://preview.colorlib.com/theme/interior2/index.html)
17:24:19	8636/8636	---M-Z	200	added ('OK')	application/javascript	etag:%2221bc-5992d81b11f00-gzip%22	https://preview.colorlib.com/theme/interior2/js/vendor/modernizr-3.5.0.min.js	C:/Users/User/Desktop/Downloads/RCW/preview.colorlib.com/theme/interior2/js/vendor/modernizr-3.5.0.min.js	(from https://preview.colorlib.com/theme/interior2/index.html)
17:24:20	19188/19188	---M-Z	200	added ('OK')	application/javascript	etag:%224af4-5992d7189fd40-gzip%22	https://preview.colorlib.com/theme/interior2/js/popper.min.js	C:/Users/User/Desktop/Downloads/RCW/preview.colorlib.com/theme/interior2/js/popper.min.js	(from https://preview.colorlib.com/theme/interior2/index.html)
17:24:20	48944/48944	---M-Z	200	added ('OK')	application/javascript	etag:%22bf30-5992d707754c0-gzip%22	https://preview.colorlib.com/theme/interior2/js/bootstrap.min.js	C:/Users/User/Desktop/Downloads/RCW/preview.colorlib.com/theme/interior2/js/bootstrap.min.js	(from https://preview.colorlib.com/theme/interior2/index.html)
17:24:21	42766/42766	---M-Z	200	added ('OK')	application/javascript	etag:%22a70e-5992d715c3680-gzip%22	https://preview.colorlib.com/theme/interior2/js/owl.carousel.min.js	C:/Users/User/Desktop/Downloads/RCW/preview.colorlib.com/theme/interior2/js/owl.carousel.min.js	(from https://preview.colorlib.com/theme/interior2/index.html)
17:24:21	35503/35503	---M-Z	200	added ('OK')	application/javascript	etag:%228aaf-5992d70c3a000-gzip%22	https://preview.colorlib.com/theme/interior2/js/isotope.pkgd.min.js	C:/Users/User/Desktop/Downloads/RCW/preview.colorlib.com/theme/interior2/js/isotope.pkgd.min.js	(from https://preview.colorlib.com/theme/interior2/index.html)
17:24:22	1250/1250	---M-Z	200	added ('OK')	application/javascript	etag:%224e2-5992d70681280-gzip%22	https://preview.colorlib.com/theme/interior2/js/ajax-form.js	C:/Users/User/Desktop/Downloads/RCW/preview.colorlib.com/theme/interior2/js/ajax-form.js	(from https://preview.colorlib.com/theme/interior2/index.html)
17:24:22	8044/8044	---M-Z	200	added ('OK')	application/javascript	etag:%221f6c-5992d71993f80-gzip%22	https://preview.colorlib.com/theme/interior2/js/waypoints.min.js	C:/Users/User/Desktop/Downloads/RCW/preview.colorlib.com/theme/interior2/js/waypoints.min.js	(from https://preview.colorlib.com/theme/interior2/index.html)
17:24:22	1067/1067	---M-Z	200	added ('OK')	application/javascript	etag:%2242b-5992d70e22480-gzip%22	https://preview.colorlib.com/theme/interior2/js/jquery.counterup.min.js	C:/Users/User/Desktop/Downloads/RCW/preview.colorlib.com/theme/interior2/js/jquery.counterup.min.js	(from https://preview.colorlib.com/theme/interior2/index.html)
17:24:23	5594/5594	---M-Z	200	added ('OK')	application/javascript	etag:%2215da-5992d70d2e240-gzip%22	https://preview.colorlib.com/theme/interior2/js/imagesloaded.pkgd.min.js	C:/Users/User/Desktop/Downloads/RCW/preview.colorlib.com/theme/interior2/js/imagesloaded.pkgd.min.js	(from https://preview.colorlib.com/theme/interior2/index.html)
17:24:23	3697/3697	---M-Z	200	added ('OK')	application/javascript	etag:%22e71-5992d717abb00-gzip%22	https://preview.colorlib.com/theme/interior2/js/scrollIt.js	C:/Users/User/Desktop/Downloads/RCW/preview.colorlib.com/theme/interior2/js/scrollIt.js	(from https://preview.colorlib.com/theme/interior2/index.html)
17:24:23	2035/2035	---M-Z	200	added ('OK')	application/javascript	etag:%227f3-5992d710feb40-gzip%22	https://preview.colorlib.com/theme/interior2/js/jquery.scrollUp.min.js	C:/Users/User/Desktop/Downloads/RCW/preview.colorlib.com/theme/interior2/js/jquery.scrollUp.min.js	(from https://preview.colorlib.com/theme/interior2/index.html)
17:24:24	8415/8415	---M-Z	200	added ('OK')	application/javascript	etag:%2220df-5992d71b7c400-gzip%22	https://preview.colorlib.com/theme/interior2/js/wow.min.js	C:/Users/User/Desktop/Downloads/RCW/preview.colorlib.com/theme/interior2/js/wow.min.js	(from https://preview.colorlib.com/theme/interior2/index.html)
17:24:24	2942/2942	---M-Z	200	added ('OK')	application/javascript	etag:%22b7e-5992d713db200-gzip%22	https://preview.colorlib.com/theme/interior2/js/nice-select.min.js	C:/Users/User/Desktop/Downloads/RCW/preview.colorlib.com/theme/interior2/js/nice-select.min.js	(from https://preview.colorlib.com/theme/interior2/index.html)
17:24:25	8415/8415	---M-Z	200	added ('OK')	application/javascript	etag:%2220df-5992d711f2d80-gzip%22	https://preview.colorlib.com/theme/interior2/js/jquery.slicknav.min.js	C:/Users/User/Desktop/Downloads/RCW/preview.colorlib.com/theme/interior2/js/jquery.slicknav.min.js	(from https://preview.colorlib.com/theme/interior2/index.html)
17:24:25	20216/20216	---M-Z	200	added ('OK')	application/javascript	etag:%224ef8-5992d70f166c0-gzip%22	https://preview.colorlib.com/theme/interior2/js/jquery.magnific-popup.min.js	C:/Users/User/Desktop/Downloads/RCW/preview.colorlib.com/theme/interior2/js/jquery.magnific-popup.min.js	(from https://preview.colorlib.com/theme/interior2/index.html)
17:24:25	760/760	---M-Z	200	added ('OK')	application/javascript	etag:%222f8-5992d715c3680-gzip%22	https://preview.colorlib.com/theme/interior2/js/plugins.js	C:/Users/User/Desktop/Downloads/RCW/preview.colorlib.com/theme/interior2/js/plugins.js	(from https://preview.colorlib.com/theme/interior2/index.html)
17:24:25	42863/42863	---M-Z	200	added ('OK')	application/javascript	etag:%22a76f-5992d71993f80-gzip%22	https://preview.colorlib.com/theme/interior2/js/slick.min.js	C:/Users/User/Desktop/Downloads/RCW/preview.colorlib.com/theme/interior2/js/slick.min.js	(from https://preview.colorlib.com/theme/interior2/index.html)
17:24:26	3108/3108	---M-Z	200	added ('OK')	application/javascript	etag:%22c24-5992d70a51b80-gzip%22	https://preview.colorlib.com/theme/interior2/js/contact.js	C:/Users/User/Desktop/Downloads/RCW/preview.colorlib.com/theme/interior2/js/contact.js	(from https://preview.colorlib.com/theme/interior2/index.html)
17:24:26	4820/4820	---M-Z	200	added ('OK')	application/javascript	etag:%2212d4-5992d70e22480-gzip%22	https://preview.colorlib.com/theme/interior2/js/jquery.ajaxchimp.min.js	C:/Users/User/Desktop/Downloads/RCW/preview.colorlib.com/theme/interior2/js/jquery.ajaxchimp.min.js	(from https://preview.colorlib.com/theme/interior2/index.html)
17:24:26	41095/41095	---M-Z	200	added ('OK')	application/javascript	etag:%22a087-5992d70f166c0-gzip%22	https://preview.colorlib.com/theme/interior2/js/jquery.form.js	C:/Users/User/Desktop/Downloads/RCW/preview.colorlib.com/theme/interior2/js/jquery.form.js	(from https://preview.colorlib.com/theme/interior2/index.html)
17:24:27	21068/21068	---M-Z	200	added ('OK')	application/javascript	etag:%22524c-5992d712e6fc0-gzip%22	https://preview.colorlib.com/theme/interior2/js/jquery.validate.min.js	C:/Users/User/Desktop/Downloads/RCW/preview.colorlib.com/theme/interior2/js/jquery.validate.min.js	(from https://preview.colorlib.com/theme/interior2/index.html)
17:24:27	1230/1230	---M-Z	200	added ('OK')	application/javascript	etag:%224ce-5992d712e6fc0-gzip%22	https://preview.colorlib.com/theme/interior2/js/mail-script.js	C:/Users/User/Desktop/Downloads/RCW/preview.colorlib.com/theme/interior2/js/mail-script.js	(from https://preview.colorlib.com/theme/interior2/index.html)
17:24:28	8911/8911	---M-Z	200	added ('OK')	application/javascript	etag:%2222cf-5992d713db200-gzip%22	https://preview.colorlib.com/theme/interior2/js/main.js	C:/Users/User/Desktop/Downloads/RCW/preview.colorlib.com/theme/interior2/js/main.js	(from https://preview.colorlib.com/theme/interior2/index.html)
17:24:28	2260/2260	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2008%20Jan%202024%2013:24:27%20GMT	https://preview.colorlib.com/theme/interior2/css/owl.video.play.png	C:/Users/User/Desktop/Downloads/RCW/preview.colorlib.com/theme/interior2/css/owl.video.play.png	(from https://preview.colorlib.com/theme/interior2/css/owl.carousel.min.css)
17:24:29	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%222876e-5992d6edb5800%22	https://preview.colorlib.com/theme/interior2/fonts/fontawesome-webfont.eot?v=4.7.0	C:/Users/User/Desktop/Downloads/RCW/preview.colorlib.com/theme/interior2/fonts/fontawesome-webfont3e6e.eot	(from https://preview.colorlib.com/theme/interior2/css/font-awesome.min.css)
17:24:29	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%222876e-5992d6edb5800%22	https://preview.colorlib.com/theme/interior2/fonts/fontawesome-webfont.eot?	C:/Users/User/Desktop/Downloads/RCW/preview.colorlib.com/theme/interior2/fonts/fontawesome-webfontd41d.eot	(from https://preview.colorlib.com/theme/interior2/css/font-awesome.min.css)
17:24:29	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%2212d68-5992d6f36e580%22	https://preview.colorlib.com/theme/interior2/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/Users/User/Desktop/Downloads/RCW/preview.colorlib.com/theme/interior2/fonts/fontawesome-webfont3e6e.woff2	(from https://preview.colorlib.com/theme/interior2/css/font-awesome.min.css)
17:24:29	98024/98024	---M--	200	added ('OK')	font/woff	etag:%2217ee8-5992d6f091ec0%22	https://preview.colorlib.com/theme/interior2/fonts/fontawesome-webfont.woff?v=4.7.0	C:/Users/User/Desktop/Downloads/RCW/preview.colorlib.com/theme/interior2/fonts/fontawesome-webfont3e6e.woff	(from https://preview.colorlib.com/theme/interior2/css/font-awesome.min.css)
17:24:30	165548/165548	---MCZ	200	added ('OK')	font/ttf	etag:W/%22286ac-5992d6eea9a40%22	https://preview.colorlib.com/theme/interior2/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/Users/User/Desktop/Downloads/RCW/preview.colorlib.com/theme/interior2/fonts/fontawesome-webfont3e6e.ttf	(from https://preview.colorlib.com/theme/interior2/css/font-awesome.min.css)
17:24:30	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226c7db-5992d6ef9dc80%22	https://preview.colorlib.com/theme/interior2/fonts/fontawesome-webfont.svg?v=4.7.0	C:/Users/User/Desktop/Downloads/RCW/preview.colorlib.com/theme/interior2/fonts/fontawesome-webfont3e6e.svg	(from https://preview.colorlib.com/theme/interior2/css/font-awesome.min.css)
17:24:31	78748/78748	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%221339c-5992d6f8330c0%22	https://preview.colorlib.com/theme/interior2/fonts/themify.eot?-fvbane	C:/Users/User/Desktop/Downloads/RCW/preview.colorlib.com/theme/interior2/fonts/themify9f24.eot	(from https://preview.colorlib.com/theme/interior2/css/themify-icons.css)
17:24:31	78748/78748	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%221339c-5992d6f8330c0%22	https://preview.colorlib.com/theme/interior2/fonts/themify.eot?	C:/Users/User/Desktop/Downloads/RCW/preview.colorlib.com/theme/interior2/fonts/themifyd41d.eot	(from https://preview.colorlib.com/theme/interior2/css/themify-icons.css)
17:24:31	56108/56108	---M--	200	added ('OK')	font/woff	etag:%22db2c-5992d6fc039c0%22	https://preview.colorlib.com/theme/interior2/fonts/themify.woff?-fvbane	C:/Users/User/Desktop/Downloads/RCW/preview.colorlib.com/theme/interior2/fonts/themify9f24.woff	(from https://preview.colorlib.com/theme/interior2/css/themify-icons.css)
17:24:32	78584/78584	---MCZ	200	added ('OK')	font/ttf	etag:W/%22132f8-5992d6fa1b540%22	https://preview.colorlib.com/theme/interior2/fonts/themify.ttf?-fvbane	C:/Users/User/Desktop/Downloads/RCW/preview.colorlib.com/theme/interior2/fonts/themify9f24.ttf	(from https://preview.colorlib.com/theme/interior2/css/themify-icons.css)
17:24:32	234269/234269	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223931d-5992d6fb0f780%22	https://preview.colorlib.com/theme/interior2/fonts/themify.svg?-fvbane	C:/Users/User/Desktop/Downloads/RCW/preview.colorlib.com/theme/interior2/fonts/themify9f24.svg	(from https://preview.colorlib.com/theme/interior2/css/themify-icons.css)
17:24:33	3646/3646	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22e3e-5992d6e9e4f00%22	https://preview.colorlib.com/theme/interior2/fonts/Flaticon.eot	C:/Users/User/Desktop/Downloads/RCW/preview.colorlib.com/theme/interior2/fonts/Flaticon.eot	(from https://preview.colorlib.com/theme/interior2/css/flaticon.css)
17:24:33	3646/3646	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22e3e-5992d6e9e4f00%22	https://preview.colorlib.com/theme/interior2/fonts/Flaticon.eot?	C:/Users/User/Desktop/Downloads/RCW/preview.colorlib.com/theme/interior2/fonts/Flaticond41d.eot	(from https://preview.colorlib.com/theme/interior2/css/flaticon.css)
17:24:34	1796/1796	---M--	200	added ('OK')	font/woff2	etag:%22704-5992d6ecc15c0%22	https://preview.colorlib.com/theme/interior2/fonts/Flaticon.woff2	C:/Users/User/Desktop/Downloads/RCW/preview.colorlib.com/theme/interior2/fonts/Flaticon.woff2	(from https://preview.colorlib.com/theme/interior2/css/flaticon.css)
17:24:34	2364/2364	---M--	200	added ('OK')	font/woff	etag:%2293c-5992d6ebcd380%22	https://preview.colorlib.com/theme/interior2/fonts/Flaticon.woff	C:/Users/User/Desktop/Downloads/RCW/preview.colorlib.com/theme/interior2/fonts/Flaticon.woff	(from https://preview.colorlib.com/theme/interior2/css/flaticon.css)
17:24:34	3468/3468	---MCZ	200	added ('OK')	font/ttf	etag:W/%22d8c-5992d6ead9140%22	https://preview.colorlib.com/theme/interior2/fonts/Flaticon.ttf	C:/Users/User/Desktop/Downloads/RCW/preview.colorlib.com/theme/interior2/fonts/Flaticon.ttf	(from https://preview.colorlib.com/theme/interior2/css/flaticon.css)
17:24:34	18641/18641	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2248d1-5992d6ead9140%22	https://preview.colorlib.com/theme/interior2/fonts/Flaticon.svg	C:/Users/User/Desktop/Downloads/RCW/preview.colorlib.com/theme/interior2/fonts/Flaticon.svg	(from https://preview.colorlib.com/theme/interior2/css/flaticon.css)
17:24:35	2260/2260	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2008%20Jan%202024%2013:24:34%20GMT	https://preview.colorlib.com/theme/interior2/css/Flaticon.svg	C:/Users/User/Desktop/Downloads/RCW/preview.colorlib.com/theme/interior2/css/Flaticon.svg	(from https://preview.colorlib.com/theme/interior2/css/flaticon.css)
17:24:35	6828/6828	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%221aac-5992d6f36e580%22	https://preview.colorlib.com/theme/interior2/fonts/gijgo-material.eot?235541	C:/Users/User/Desktop/Downloads/RCW/preview.colorlib.com/theme/interior2/fonts/gijgo-materialba15.eot	(from https://preview.colorlib.com/theme/interior2/css/gijgo.css)
17:24:36	6636/6636	---MCZ	200	added ('OK')	font/ttf	etag:W/%2219ec-5992d6f4627c0%22	https://preview.colorlib.com/theme/interior2/fonts/gijgo-material.ttf?235541	C:/Users/User/Desktop/Downloads/RCW/preview.colorlib.com/theme/interior2/fonts/gijgo-materialba15.ttf	(from https://preview.colorlib.com/theme/interior2/css/gijgo.css)
